id,sno,state,city,format_type,store_code,store_name,company_name,gst_in,state_code,address,superwisor,coordinator,afm,ship_ddress,ship_name,ship_state,ship_gst,costcenter
,270,Telangana,Hyderabad,Trends Junior,TDX3,DSL Mall,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends Junior Hyd DSL,Reliance Retail Limited,DSL Mall,Plot No B-1/1 B-1/2 B-2/B & B-2,R R Dist Uppal Ramanthapur Main Rd,HYDERABAD-500039",T Ganesh,T Ganesh,Pavan Grandhi,"RRL Trends Junior Hyd DSL,Reliance Retail Limited,DSL Mall,Plot No B-1/1 B-1/2 B-2/B & B-2,R R Dist Uppal Ramanthapur Main Rd,HYDERABAD-500039",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,271,Telangana,Choutuppal,Trends Small Town,TEZ1,Choutuppal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Reliance Trend ,Ho no: 3-200,3-201,Besides Hero show room,Choutuppal, Dist-Yadadri Bhubanagiri, Pin -508252",T Ganesh,T Ganesh,Pavan Grandhi,"Reliance Trend ,Ho no: 3-200,3-201,Besides Hero show room,Choutuppal, Dist-Yadadri Bhubanagiri, Pin -508252",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Choutuppal
,272,Telangana,Hyderabad,Trends,TG17,Narapally Multiplex,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Trends Narapally Multiplex Hyd,Reliance Retail Limited,Narapally Multiplex Sy No 757,Korremul Village Ghatkesar Mandal,Hyderabad-501301",T Ganesh,T Ganesh,Pavan Grandhi,"RRL Trends Narapally Multiplex Hyd,Reliance Retail Limited,Narapally Multiplex Sy No 757,Korremul Village Ghatkesar Mandal,Hyderabad-501301",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,273,Telangana,Hyderabad,SP Pharma SIS,TG7M,Boduppal,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Ground Flr,Hno-8-43/5/3/A, Balaji Nivas, Balaji Hills Colony, Boduppal, Hyderabad - 500039",T Ganesh,T Ganesh,Pavan Grandhi,"Ground Flr,Hno-8-43/5/3/A, Balaji Nivas, Balaji Hills Colony, Boduppal, Hyderabad - 500039",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,274,Telangana,Hyderabad,Hamleys,TJU4,Ramanthpur,Reliance Brands Limited,36AADCR7395F1Z1,36,"TF-03/04/05, third floor,DSL Mall Hyderabad, Plot No.B-1/1,B-1/2,B-2/B&B-2, Uppal Ramanathapur Main Road, Uppal, R.R. Dist, Hyderabad, Telangana-500039",T Ganesh,T Ganesh,Pavan Grandhi,"TF-03/04/05, third floor,DSL Mall Hyderabad, Plot No.B-1/1,B-1/2,B-2/B&B-2, Uppal Ramanathapur Main Road, Uppal, R.R. Dist, Hyderabad, Telangana-500039",Reliance Brands Limited,Telangana,36AADCR7395F1Z1,Hyderabad
,275,Telangana,Hyderabad,SP Pharma SIS,TNU7,Ghatkesar,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Plot No.1,2,3 , Sy No 486, 487 & 488,Ghatkesar Village, Grampanchyat & MandalRangareddy - 501301",T Ganesh,T Ganesh,Pavan Grandhi,"Plot No.1,2,3 , Sy No 486, 487 & 488,Ghatkesar Village, Grampanchyat & MandalRangareddy - 501301",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,276,Telangana,Hyderabad,Smart,TP62,Boduppal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL Super T Raju Property Boduppal,Reliance Retail Limited,Sy 258 Plot-3,Boduppal VillageGhatkesar Mandal,K.V.Ranga Reddy Dist,HYDERABAD-500092",T Ganesh,T Ganesh,Pavan Grandhi,"RRL Super T Raju Property Boduppal,Reliance Retail Limited,Sy 258 Plot-3,Boduppal VillageGhatkesar Mandal,K.V.Ranga Reddy Dist,HYDERABAD-500092",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,277,Telangana,Hyderabad,Digital,TR67,Narapally Multiplex,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL CDIT-Narapally,Reliance Retail Limited,Ground FloorSy.No. 757,korremal village Ghatkesar mandal,Medchal Malkajgiri Dist,HYDERABAD-500088",T Ganesh,T Ganesh,Pavan Grandhi,"RRL CDIT-Narapally,Reliance Retail Limited,Ground FloorSy.No. 757,korremal village Ghatkesar mandal,Medchal Malkajgiri Dist,HYDERABAD-500088",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,278,Telangana,Hyderabad,SP Pharma SIS,TRQ2,Survey of India,Reliance Retail Ventures Limited,36AADCR6715M1Z0,36,"Survey No 734/4, Plot No 25, Balaji Pride, Prasanth Nagar, Uppal, Hyderabad - 500 039",T Ganesh,T Ganesh,Pavan Grandhi,"Survey No 734/4, Plot No 25, Balaji Pride, Prasanth Nagar, Uppal, Hyderabad - 500 039",Reliance Retail Ventures Limited,Telangana,36AADCR6715M1Z0,Hyderabad
,279,Telangana,Hyderabad,Trends Man,TS83,DSL mall,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL TM-DSL MALL,Reliance Retail Limited,Plot no- B-1/1 B-1/2 B-2/B&B-2,F-24 & 25 R R Dist,Uppal Ramanthapur Main Rd,HYDERABAD-500039",T Ganesh,T Ganesh,Pavan Grandhi,"RRL TM-DSL MALL,Reliance Retail Limited,Plot no- B-1/1 B-1/2 B-2/B&B-2,F-24 & 25 R R Dist,Uppal Ramanthapur Main Rd,HYDERABAD-500039",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,280,Telangana,Hyderabad,Trends Women,TS86,"DSL mall, Uppal",Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL TW-DSL MALL,Reliance Retail Limited,Plot No- B-1/1 B-1/2 B-2/B & B-2,R R Dist,Uppal Ramanthapur Main Rd,HYDERABAD-500039",T Ganesh,T Ganesh,Pavan Grandhi,"RRL TW-DSL MALL,Reliance Retail Limited,Plot No- B-1/1 B-1/2 B-2/B & B-2,R R Dist,Uppal Ramanthapur Main Rd,HYDERABAD-500039",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,281,Telangana,Hyderabad,Trends,TSR7,Nagole Bandlaguda,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Sy No 39&40 Bandalaguda Uppal Mandal, Undergreater Hyderabad municipal Corp., 500068",T Ganesh,T Ganesh,Pavan Grandhi,"Sy No 39&40 Bandalaguda Uppal Mandal, Undergreater Hyderabad municipal Corp., 500068",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,282,Telangana,Hyderabad,Trends Women,TTW3,Chikkadpally,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"TRENDS WOMEN CHIKKADPALLY H.NO 1-8-509 TO 518/12 & 3 CHIKKADPALLY MAIN ROAD, AMBEDKAR CLG ROAD JUNCTION HYDERABAD-500020",Zumer Mohammad,Zumer Mohammad,Pavan Grandhi,"TRENDS WOMEN CHIKKADPALLY H.NO 1-8-509 TO 518/12 & 3 CHIKKADPALLY MAIN ROAD, AMBEDKAR CLG ROAD JUNCTION HYDERABAD-500020",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,283,Telangana,Hyderabad,Digital,TUC5,Nagole,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"RRL CDIT -Nagole Hyd, SY No 102/3/B, Nagole Village Uppal Manda, Ranga Reddy, Hyderabad, Telangana 500035",T Ganesh,T Ganesh,Pavan Grandhi,"RRL CDIT -Nagole Hyd, SY No 102/3/B, Nagole Village Uppal Manda, Ranga Reddy, Hyderabad, Telangana 500035",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,284,Telangana,Hyderabad,Avantra Trends,TYCY,DSL Mall,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Avantra by Trends DSL Virtue Mall Near Cricket Stadium, Uppal, Hyderabad, Telangana",T Ganesh,T Ganesh,Pavan Grandhi,"Avantra by Trends DSL Virtue Mall Near Cricket Stadium, Uppal, Hyderabad, Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,285,Telangana,Hyderabad,Yousta,TZB0,Nagole Yousta,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Plot Nos.6,7 & 8 (Part) in Sy.No.101/18 situate at Nagole Village ,Uppal Revenue Mandal,  Hyderabad – 500068,Telangana",T Ganesh,T Ganesh,Pavan Grandhi,"Plot Nos.6,7 & 8 (Part) in Sy.No.101/18 situate at Nagole Village ,Uppal Revenue Mandal,  Hyderabad – 500068,Telangana",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,286,Telangana,Hyderabad,Smart Point,U26Y,SP Karnati Complex pochanpalle,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Sy.No: 435, Karnati Complex,MG Road, Behind Canara Bank,Dist-Nalgonda,508284",T Ganesh,T Ganesh,Pavan Grandhi,"Sy.No: 435, Karnati Complex,MG Road, Behind Canara Bank,Dist-Nalgonda,508284",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,287,Telangana,Hyderabad,Smart Point,U3AP,SP OU Colony,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,Sri Ram Property Plot No 276 & 277 Sy No751 & 752 O U Colony Road No 4 Korremal Vlg & G P Ghatkesar Mandal Malkajgiri HYDERABAD 500039 Telangana,T Ganesh,T Ganesh,Pavan Grandhi,Sri Ram Property Plot No 276 & 277 Sy No751 & 752 O U Colony Road No 4 Korremal Vlg & G P Ghatkesar Mandal Malkajgiri HYDERABAD 500039 Telangana,Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Hyderabad
,288,Telangana,Karimnagar,Trends Small Town,T1CO,Manchiryal,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"Ground and 1st Floor Sy No:983,Chennur Dist:Mancherial-504201",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"Ground and 1st Floor Sy No:983,Chennur Dist:Mancherial-504201",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Karimnagar
,289,Telangana,Sangareddy,RELIANCE DIGITAL MINI,7529,Sangareddy,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, DOOR NO 5 2 32, BESIDE DISTRICT COURT, SANGAREDDY 502001",M Shivaji,M Shivaji,Amarender Reddy,"MY JIO STORE, DOOR NO 5 2 32, BESIDE DISTRICT COURT, SANGAREDDY 502001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,Sangareddy
,290,Telangana,KAMAREDDY,RELIANCE DIGITAL MINI,6650,VIVEKANANDA COLONY,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H.NO.5-5-74 , VIVEKANANDA COLONY, MAIN ROAD KAMAREDDY NIZAMABAD. PIN: 503111",M Shivaji,M Shivaji,Amarender Reddy,"MY JIO STORE, H.NO.5-5-74 , VIVEKANANDA COLONY, MAIN ROAD KAMAREDDY NIZAMABAD. PIN: 503111",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,KAMAREDDY
,291,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7569,HYDER NAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, HNO: 1 2 45/4, HYDERNAGAR, NIZAMPET ROAD, HYDERABAD 500072",Sravan Kumar,Sravan Kumar,Amarender Reddy,"MY JIO STORE, HNO: 1 2 45/4, HYDERNAGAR, NIZAMPET ROAD, HYDERABAD 500072",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,292,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,6311,SANJEEVA REDDY NAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, SHOP NO 3, HOUSE NO 15/M8B, SANJEEVA REDDY NAGAR, HYDERABAD 500038",G.Suresh,G.Suresh,Hareesh Bhumireddy,"MY JIO STORE, SHOP NO 3, HOUSE NO 15/M8B, SANJEEVA REDDY NAGAR, HYDERABAD 500038",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,293,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7576,MIYAPUR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, D NO 2 80/6, IN SY NO 210, MIYAPUR, SERILINGAMPALLY MANDAL & MUNICIPALITY, RANGA REDDY DISTRICT, HYDERABAD 500049",G.Suresh,G.Suresh,Hareesh Bhumireddy,"MY JIO STORE, D NO 2 80/6, IN SY NO 210, MIYAPUR, SERILINGAMPALLY MANDAL & MUNICIPALITY, RANGA REDDY DISTRICT, HYDERABAD 500049",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,294,Telangana,NIZAMABAD,RELIANCE DIGITAL MINI,6808,VINAYAK NAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H NO 1 13 384, VINAYAK NAGAR, HYDERABAD ROAD, NIZAMABAD 503001",Karpe Srinivas,Karpe Srinivas,Jakku. Shankar,"MY JIO STORE, H NO 1 13 384, VINAYAK NAGAR, HYDERABAD ROAD, NIZAMABAD 503001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,NIZAMABAD
,295,Telangana,NIZAMABAD,RELIANCE DIGITAL MINI,6735,SARASWATHI NAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H. NO. 5 6 361, SARASWATHI NAGAR, NIZAMABAD 503003",Karpe Srinivas,Karpe Srinivas,Jakku. Shankar,"MY JIO STORE, H. NO. 5 6 361, SARASWATHI NAGAR, NIZAMABAD 503003",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,NIZAMABAD
,296,Telangana,ADILABAD,RELIANCE DIGITAL MINI,6904,HAMEEDPURA,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H.NO: 4-4-75/2,HAMEED PURA,NEAR NETAJI CHOWK, ADILABAD, TELANGANA 504001",V. Ajay,V. Ajay,Jakku. Shankar,"MY JIO STORE, H.NO: 4-4-75/2,HAMEED PURA,NEAR NETAJI CHOWK, ADILABAD, TELANGANA 504001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,ADILABAD
,297,Telangana,ARMUR,RELIANCE DIGITAL MINI,3756,NH-16 ROAD MAMIDIPALLY,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, SHOP/UNIT/SY NO 99/AA G P NO 4-71/B-9 (PART), NH-16 ROAD MAMIDIPALLY, ARMOOR NIZAMABAD DISTRICT, ARMUR 503224",V. Ajay,V. Ajay,Jakku. Shankar,"MY JIO STORE, SHOP/UNIT/SY NO 99/AA G P NO 4-71/B-9 (PART), NH-16 ROAD MAMIDIPALLY, ARMOOR NIZAMABAD DISTRICT, ARMUR 503224",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,ARMUR
,298,Telangana,NIRMAL,RELIANCE DIGITAL MINI,T51D,NIRMAL RELIANCE DIGITAL MINI,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"H.No.1, 2-28/2B, Shop No.2, Nirmal Town, Telangana, Mandal & Dist. 504106.",V. Ajay,V. Ajay,Jakku. Shankar,"H.No.1, 2-28/2B, Shop No.2, Nirmal Town, Telangana, Mandal & Dist. 504106.",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,NIRMAL
,299,Telangana,GODAVARIKHANI,RELIANCE DIGITAL MINI,6410,GODAVARI KHANI,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H.N 18 5 188/A, LAKSHMI NAGAR, GODAVARI KHANI, KARIMNAGAR DISTRICT ALAKNANDA SHOPPING COMPLEX, NEAR TARA. PIN 505209",M Shivaji,M Shivaji,Katukoori Sairam,"MY JIO STORE, H.N 18 5 188/A, LAKSHMI NAGAR, GODAVARI KHANI, KARIMNAGAR DISTRICT ALAKNANDA SHOPPING COMPLEX, NEAR TARA. PIN 505209",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,GODAVARIKHANI
,300,Telangana,SIRSILLA,RELIANCE DIGITAL MINI,6921,SANGJIVAYA ROAD,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H.NO:2-7-80,KARIMNAGAR ROAD SANGJIVAYA ROAD,SIRSILLA 505301",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"MY JIO STORE, H.NO:2-7-80,KARIMNAGAR ROAD SANGJIVAYA ROAD,SIRSILLA 505301",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,SIRSILLA
,301,Telangana,KAGHAZNAGAR,RELIANCE DIGITAL MINI,3873,KAGHAZNAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, GROUND FLOOR H NO 1-1-31 & 1-1-31/A, KOTHAPET KAGHANAGAR, ADILABAD DISTRICT TELANGANA, KAGHAZNAGAR 504296",M Shivaji,M Shivaji,Katukoori Sairam,"MY JIO STORE, GROUND FLOOR H NO 1-1-31 & 1-1-31/A, KOTHAPET KAGHANAGAR, ADILABAD DISTRICT TELANGANA, KAGHAZNAGAR 504296",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,KAGHAZNAGAR
,302,Telangana,KARIMNAGAR,RELIANCE DIGITAL MINI,6436,KARIMNAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H NO. 2 6 289, NEAR INSPECTION BUNGLOW, CAPTAIN VIJAY RAGHUNADHAN ROAD,KARIMNAGAR, TELANGANA 505001",Ravi Kumar,Ravi Kumar,Katukoori Sairam,"MY JIO STORE, H NO. 2 6 289, NEAR INSPECTION BUNGLOW, CAPTAIN VIJAY RAGHUNADHAN ROAD,KARIMNAGAR, TELANGANA 505001",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,KARIMNAGAR
,303,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7578,CHILAKGUDA,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, HILTON PLATINUM, SHOP NO 3, GROUND FLOOR, 11 1 690/91/1, CHILAKAGUDA, HYDERABAD 500061",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"MY JIO STORE, HILTON PLATINUM, SHOP NO 3, GROUND FLOOR, 11 1 690/91/1, CHILAKAGUDA, HYDERABAD 500061",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,304,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7529,DILSUKHNAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, ADJ RELIANCE TRENDS, MALKPET, DILSUKHNAGAR, HYDERABAD 500036",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"MY JIO STORE, ADJ RELIANCE TRENDS, MALKPET, DILSUKHNAGAR, HYDERABAD 500036",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,305,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7672,DILSUKHNAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H NO 13 4 30, MAIN ROAD, VIKAS NAGAR, DILSUKHNAGAR, HYDERABAD 500060",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"MY JIO STORE, H NO 13 4 30, MAIN ROAD, VIKAS NAGAR, DILSUKHNAGAR, HYDERABAD 500060",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,306,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7835,ALWAL,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, NO 5 1 104/5, ANNAPURNA CLY, MALLAPUR, RR DIST, HYDERABAD, 500076",Zumer Mohammad,Zumer Mohammad,Paruchuri Rajesh,"MY JIO STORE, NO 5 1 104/5, ANNAPURNA CLY, MALLAPUR, RR DIST, HYDERABAD, 500076",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,307,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,TY19,HABSIGUDA,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, GROUND FLOOR STREET NO 8, HABSIGUDA UPPAL MANDA, MEDCHAL MALKAJGIRI DISTRICT, HYDERABAD",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"MY JIO STORE, GROUND FLOOR STREET NO 8, HABSIGUDA UPPAL MANDA, MEDCHAL MALKAJGIRI DISTRICT, HYDERABAD",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,308,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,TJQ9,AMBERPET,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, GF SHOP NO 6, H NO 2 3 528/C/1 C/2, BAGH AMBERPET HYD, HYDERABAD",Suman Naik Banoth,Suman Naik Banoth,Paruchuri Rajesh,"MY JIO STORE, GF SHOP NO 6, H NO 2 3 528/C/1 C/2, BAGH AMBERPET HYD, HYDERABAD",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,309,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,6262,NARAYANAGUDA,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, SURVEY NO 35, FEROZGUDA VILLAGE, URBAN TALUQ, NARAYANGUDA, HYDERABAD 500029",Suman Naik Banoth,Suman Naik Banoth,Pavan Grandhi,"MY JIO STORE, SURVEY NO 35, FEROZGUDA VILLAGE, URBAN TALUQ, NARAYANGUDA, HYDERABAD 500029",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,310,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7558,AMBERPET,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, HNO: 2 3 70/1/6, SRISAI APARTMENTS, PADMAYALA COLONY, POLICE LINE, AMBERPET, HYDERABAD 500013",Suman Naik Banoth,Suman Naik Banoth,Pavan Grandhi,"MY JIO STORE, HNO: 2 3 70/1/6, SRISAI APARTMENTS, PADMAYALA COLONY, POLICE LINE, AMBERPET, HYDERABAD 500013",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,311,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7656,BODUPPAL,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H NO 1 22/ 39, PLOT NO 39, PEERZADIGUDA, BODUPPAL, HYDERABAD 500039",T Ganesh,T Ganesh,Pavan Grandhi,"MY JIO STORE, H NO 1 22/ 39, PLOT NO 39, PEERZADIGUDA, BODUPPAL, HYDERABAD 500039",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,312,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7927,RAMNAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, MUNICIPAL NO 1 9 18, RAM NAGAR, HYDERABAD 500020",Suman Naik Banoth,Suman Naik Banoth,Pavan Grandhi,"MY JIO STORE, MUNICIPAL NO 1 9 18, RAM NAGAR, HYDERABAD 500020",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,313,Telangana,HUZURNAGAR,RELIANCE DIGITAL MINI,TW84,CHILKANAGAR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, GROUND FLOOR H NO 2-20, SY NO 54 CHILKNAGAR, UPPAL KALAN VILLAGE RANGA REDDY, HUZURNAGAR",Suman Naik Banoth,Suman Naik Banoth,Pavan Grandhi,"MY JIO STORE, GROUND FLOOR H NO 2-20, SY NO 54 CHILKNAGAR, UPPAL KALAN VILLAGE RANGA REDDY, HUZURNAGAR",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HUZURNAGAR
,314,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7530,MOULA ALI,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, H NO 3 5 246/3, ROAD NO 5, KRISHNA NAGAR, HB COLONY, MOULA ALI, OPP RAMA TEA POINT, HYDERABAD 500040",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"MY JIO STORE, H NO 3 5 246/3, ROAD NO 5, KRISHNA NAGAR, HB COLONY, MOULA ALI, OPP RAMA TEA POINT, HYDERABAD 500040",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,315,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7969,QUTHABULLAPUR,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, 48 310, GANESH NAGAR, HMT ROAD, CHINTAL, QUTHABULLAPUR, HYDERABAD 500054",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"MY JIO STORE, 48 310, GANESH NAGAR, HMT ROAD, CHINTAL, QUTHABULLAPUR, HYDERABAD 500054",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,316,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7786,BOWENPALLY RDX MINI,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, NO 111, THOKATTA VILLAGE, BOWENPALLY, SECUNDERABAD CANTONMENT, HYDERABAD 500011",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"MY JIO STORE, NO 111, THOKATTA VILLAGE, BOWENPALLY, SECUNDERABAD CANTONMENT, HYDERABAD 500011",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
,317,Telangana,HYDERABAD,RELIANCE DIGITAL MINI,7566,ANANDBAGH,Reliance Projects & Property Management Services Limited,36AAJCR6636B1ZD,36,"MY JIO STORE, HNO: 25 40/32/A, ADJ: RELIANCE FRESH, ANANDBAGH (E), MALAKAGIRI, HYDERABAD 500059",Sravan Alampally,Sravan Alampally,Santhosh Reddy,"MY JIO STORE, HNO: 25 40/32/A, ADJ: RELIANCE FRESH, ANANDBAGH (E), MALAKAGIRI, HYDERABAD 500059",Reliance Projects & Property Management Services Limited,Telangana,36AAJCR6636B1ZD,HYDERABAD
